癤�Area	Line	Station	Date(YYYY-MM-DD)	Latitude	Longitude	Vertical change chart	Depth(m)	Water Temperature(℃)	T QC flag	Salinity(psu)	S QC flag	DO(ml/L)	D QC flag	QC Level	PO４(μmol/L)	NO２(μmol/L)	NO３(μmol/L)	SiO２(μmol/L)	pH	Water Transparency(m)	Baro(hPa)	Research Vessel
East Sea	107	07	2024-02-18 07:10	38.21	130	Chart	300	1.2	2	34.05	2		2	0							995	TAMGU 3
East Sea	107	07	2024-02-18 07:10	38.21	130	Chart	400	0.9	2	34.05	2		2	0							995	TAMGU 3
East Sea	107	07	2024-02-18 07:10	38.21	130	Chart	500	0.8	2	34.06	2		2	0							995	TAMGU 3
East Sea	107	07	2024-04-11 20:00	38.21	130	Chart	0	14.4	2	34.43	2		2	0							985	TAMGU 3
East Sea	107	07	2024-04-11 20:00	38.21	130	Chart	10	14.4	2	34.43	2		2	0							985	TAMGU 3
East Sea	107	07	2024-04-11 20:00	38.21	130	Chart	20	13.7	2	34.41	2		2	0							985	TAMGU 3
East Sea	107	07	2024-04-11 20:00	38.21	130	Chart	30	13.6	2	34.40	2		2	0							985	TAMGU 3
East Sea	107	07	2024-04-11 20:00	38.21	130	Chart	50	10.0	2	34.22	2		2	0							985	TAMGU 3
East Sea	107	07	2024-04-11 20:00	38.21	130	Chart	75	7.4	2	34.08	2		2	0							985	TAMGU 3
East Sea	107	07	2024-04-11 20:00	38.21	130	Chart	100	4.6	2	33.94	2		2	0							985	TAMGU 3
East Sea	107	07	2024-04-11 20:00	38.21	130	Chart	125	3.1	2	33.99	2		2	0							985	TAMGU 3
East Sea	107	07	2024-04-11 20:00	38.21	130	Chart	150	2.5	2	34.01	2		2	0							985	TAMGU 3
East Sea	107	07	2024-04-11 20:00	38.21	130	Chart	200	1.8	2	34.05	2		2	0							985	TAMGU 3
East Sea	107	07	2024-04-11 20:00	38.21	130	Chart	250	1.3	2	34.05	2		2	0							985	TAMGU 3
East Sea	107	07	2024-04-11 20:00	38.21	130	Chart	300	1.0	2	34.05	2		2	0							985	TAMGU 3
East Sea	107	07	2024-04-11 20:00	38.21	130	Chart	400	0.8	2	34.06	2		2	0							985	TAMGU 3
East Sea	107	07	2024-04-11 20:00	38.21	130	Chart	500	0.7	2	34.06	2		2	0							985	TAMGU 3
East Sea	107	07	2024-06-11 22:29	38.21	130	Chart	0	20.9	2	33.88	2		2	0							991	TAMGU 3
East Sea	107	07	2024-06-11 22:29	38.21	130	Chart	10	20.0	2	34.01	2		2	0							991	TAMGU 3
East Sea	107	07	2024-06-11 22:29	38.21	130	Chart	20	18.8	2	34.37	2		2	0							991	TAMGU 3
East Sea	107	07	2024-06-11 22:29	38.21	130	Chart	30	17.6	2	34.39	2		2	0							991	TAMGU 3
East Sea	107	07	2024-06-11 22:29	38.21	130	Chart	50	15.9	2	34.42	2		2	0							991	TAMGU 3
East Sea	107	07	2024-06-11 22:29	38.21	130	Chart	75	12.9	2	34.35	2		2	0							991	TAMGU 3
East Sea	107	07	2024-06-11 22:29	38.21	130	Chart	100	10.9	2	34.33	2		2	0							991	TAMGU 3
East Sea	107	07	2024-06-11 22:29	38.21	130	Chart	125	9.4	2	34.19	2		2	0							991	TAMGU 3
East Sea	107	07	2024-06-11 22:29	38.21	130	Chart	150	8.2	2	34.12	2		2	0							991	TAMGU 3
East Sea	107	07	2024-06-11 22:29	38.21	130	Chart	200	4.1	2	34.08	2		2	0							991	TAMGU 3
East Sea	107	07	2024-06-11 22:29	38.21	130	Chart	250	2.0	2	34.04	2		2	0							991	TAMGU 3
East Sea	107	07	2024-06-11 22:29	38.21	130	Chart	300	1.4	2	34.05	2		2	0							991	TAMGU 3
East Sea	107	07	2024-06-11 22:29	38.21	130	Chart	400	1.0	2	34.06	2		2	0							991	TAMGU 3
East Sea	107	07	2024-06-11 22:29	38.21	130	Chart	500	0.8	2	34.06	2		2	0							991	TAMGU 3
South Sea	203	00	2024-02-16 14:40	34.0333	126.5667	Chart	0	13.6	2	33.84	2		2	0						3.5		TAMGU 21
South Sea	203	00	2024-02-16 14:40	34.0333	126.5667	Chart	10	13.5	2	34.25	2		2	0						3.5		TAMGU 21
South Sea	203	00	2024-02-16 14:40	34.0333	126.5667	Chart	20	13.2	2	34.20	2		2	0						3.5		TAMGU 21
South Sea	203	00	2024-02-16 14:40	34.0333	126.5667	Chart	30	12.7	2	34.11	2		2	0						3.5		TAMGU 21
South Sea	203	00	2024-02-16 14:40	34.0333	126.5667	Chart	50	12.3	2	34.04	2		2	0						3.5		TAMGU 21
South Sea	203	00	2024-04-06 14:30	34.0333	126.5667	Chart	0	14.0	2	34.19	2		2	0						5		TAMGU 21
South Sea	203	00	2024-04-06 14:30	34.0333	126.5667	Chart	10	14.0	2	34.19	2		2	0						5		TAMGU 21
South Sea	203	00	2024-04-06 14:30	34.0333	126.5667	Chart	20	14.0	2	34.20	2		2	0						5		TAMGU 21
South Sea	203	00	2024-04-06 14:30	34.0333	126.5667	Chart	30	14.0	2	34.20	2		2	0						5		TAMGU 21
South Sea	203	00	2024-04-06 14:30	34.0333	126.5667	Chart	50	14.0	2	34.20	2		2	0						5		TAMGU 21
South Sea	203	00	2024-06-13 14:30	34.0333	126.5667	Chart	0	17.2	2	33.73	2		2	0						8	1,004	TAMGU 8
South Sea	203	00	2024-06-13 14:30	34.0333	126.5667	Chart	10	16.8	2	33.73	2		2	0						8	1,004	TAMGU 8
South Sea	203	00	2024-06-13 14:30	34.0333	126.5667	Chart	20	16.6	2	33.73	2		2	0						8	1,004	TAMGU 8
South Sea	203	00	2024-06-13 14:30	34.0333	126.5667	Chart	30	16.3	2	33.73	2		2	0						8	1,004	TAMGU 8
South Sea	203	01	2024-02-16 15:20	33.9433	126.5233	Chart	0	14.1	2	34.32	2		2	0						3		TAMGU 21
South Sea	203	01	2024-02-16 15:20	33.9433	126.5233	Chart	10	14.0	2	34.32	2		2	0						3		TAMGU 21
South Sea	203	01	2024-02-16 15:20	33.9433	126.5233	Chart	20	13.9	2	34.31	2		2	0						3		TAMGU 21
South Sea	203	01	2024-02-16 15:20	33.9433	126.5233	Chart	30	13.7	2	34.29	2		2	0						3		TAMGU 21
South Sea	203	01	2024-02-16 15:20	33.9433	126.5233	Chart	50	13.3	2	34.21	2		2	0						3		TAMGU 21
South Sea	203	01	2024-04-06 15:08	33.9433	126.5233	Chart	0	14.2	2	34.19	2		2	0						7		TAMGU 21
South Sea	203	01	2024-04-06 15:08	33.9433	126.5233	Chart	10	14.0	2	34.18	2		2	0						7		TAMGU 21
South Sea	203	01	2024-04-06 15:08	33.9433	126.5233	Chart	20	13.9	2	34.17	2		2	0						7		TAMGU 21
South Sea	203	01	2024-04-06 15:08	33.9433	126.5233	Chart	30	13.9	2	34.17	2		2	0						7		TAMGU 21
South Sea	203	01	2024-04-06 15:08	33.9433	126.5233	Chart	50	13.9	2	34.17	2		2	0						7		TAMGU 21
South Sea	203	01	2024-06-13 15:02	33.9433	126.5233	Chart	0	19.6	2	33.36	2		2	0						9		TAMGU 8
South Sea	203	01	2024-06-13 15:02	33.9433	126.5233	Chart	10	18.3	2	33.58	2		2	0						9		TAMGU 8
South Sea	203	01	2024-06-13 15:02	33.9433	126.5233	Chart	20	17.8	2	33.62	2		2	0						9		TAMGU 8
South Sea	203	01	2024-06-13 15:02	33.9433	126.5233	Chart	30	15.5	2	33.71	2		2	0						9		TAMGU 8
South Sea	203	02	2024-02-16 17:06	33.7917	126.4383	Chart	0	15.3	2	34.46	2		2	0						7		TAMGU 21
South Sea	203	02	2024-02-16 17:06	33.7917	126.4383	Chart	10	15.2	2	34.46	2		2	0						7		TAMGU 21
South Sea	203	02	2024-02-16 17:06	33.7917	126.4383	Chart	20	15.1	2	34.44	2		2	0						7		TAMGU 21
South Sea	203	02	2024-02-16 17:06	33.7917	126.4383	Chart	30	15.0	2	34.42	2		2	0						7		TAMGU 21
South Sea	203	02	2024-02-16 17:06	33.7917	126.4383	Chart	50	14.9	2	34.41	2		2	0						7		TAMGU 21
South Sea	203	02	2024-02-16 17:06	33.7917	126.4383	Chart	75	14.6	2	34.39	2		2	0						7		TAMGU 21
South Sea	203	02	2024-02-16 17:06	33.7917	126.4383	Chart	100	14.5	2	34.39	2		2	0						7		TAMGU 21
South Sea	203	02	2024-04-06 16:43	33.7917	126.4383	Chart	0	14.7	2	34.20	2		2	0						13		TAMGU 21
South Sea	203	02	2024-04-06 16:43	33.7917	126.4383	Chart	10	14.6	2	34.21	2		2	0						13		TAMGU 21
South Sea	203	02	2024-04-06 16:43	33.7917	126.4383	Chart	20	14.6	2	34.21	2		2	0						13		TAMGU 21
South Sea	203	02	2024-04-06 16:43	33.7917	126.4383	Chart	30	14.6	2	34.22	2		2	0						13		TAMGU 21
South Sea	203	02	2024-04-06 16:43	33.7917	126.4383	Chart	50	14.4	2	34.24	2		2	0						13		TAMGU 21
South Sea	203	02	2024-04-06 16:43	33.7917	126.4383	Chart	75	14.4	2	34.27	2		2	0						13		TAMGU 21
South Sea	203	02	2024-06-13 16:03	33.7917	126.4383	Chart	0	22.3	2	32.24	2		2	0						11	1,004	TAMGU 8
South Sea	203	02	2024-06-13 16:03	33.7917	126.4383	Chart	10	20.5	2	32.51	2		2	0						11	1,004	TAMGU 8
South Sea	203	02	2024-06-13 16:03	33.7917	126.4383	Chart	20	17.3	2	33.30	2		2	0						11	1,004	TAMGU 8
South Sea	203	02	2024-06-13 16:03	33.7917	126.4383	Chart	30	15.2	2	33.48	2		2	0						11	1,004	TAMGU 8
South Sea	203	02	2024-06-13 16:03	33.7917	126.4383	Chart	50	14.3	2	33.83	2		2	0						11	1,004	TAMGU 8
South Sea	203	02	2024-06-13 16:03	33.7917	126.4383	Chart	75	14.3	2	33.83	2		2	0						11	1,004	TAMGU 8
South Sea	203	03	2024-02-16 18:15	33.6383	126.355	Chart	0	15.5	2	34.49	2		2	0						10		TAMGU 21
South Sea	203	03	2024-02-16 18:15	33.6383	126.355	Chart	10	15.5	2	34.48	2		2	0						10		TAMGU 21
South Sea	203	03	2024-02-16 18:15	33.6383	126.355	Chart	20	15.5	2	34.48	2		2	0						10		TAMGU 21
South Sea	203	03	2024-02-16 18:15	33.6383	126.355	Chart	30	15.4	2	34.48	2		2	0						10		TAMGU 21
South Sea	203	03	2024-02-16 18:15	33.6383	126.355	Chart	50	15.4	2	34.47	2		2	0						10		TAMGU 21
South Sea	203	03	2024-02-16 18:15	33.6383	126.355	Chart	75	15.4	2	34.47	2		2	0						10		TAMGU 21
South Sea	203	03	2024-02-16 18:15	33.6383	126.355	Chart	100	15.3	2	34.46	2		2	0						10		TAMGU 21
South Sea	203	03	2024-02-16 18:15	33.6383	126.355	Chart	125	15.3	2	34.46	2		2	0						10		TAMGU 21
South Sea	203	03	2024-04-06 17:55	33.6383	126.355	Chart	0	14.7	2	34.10	2		2	0						10		TAMGU 21
South Sea	203	03	2024-04-06 17:55	33.6383	126.355	Chart	10	14.7	2	34.10	2		2	0						10		TAMGU 21
South Sea	203	03	2024-04-06 17:55	33.6383	126.355	Chart	20	14.7	2	34.10	2		2	0						10		TAMGU 21
South Sea	203	03	2024-04-06 17:55	33.6383	126.355	Chart	30	14.5	2	34.10	2		2	0						10		TAMGU 21
South Sea	203	03	2024-04-06 17:55	33.6383	126.355	Chart	50	14.2	2	34.13	2		2	0						10		TAMGU 21
South Sea	203	03	2024-04-06 17:55	33.6383	126.355	Chart	75	13.9	2	34.18	2		2	0						10		TAMGU 21
South Sea	203	03	2024-04-06 17:55	33.6383	126.355	Chart	100	13.9	2	34.23	2		2	0						10		TAMGU 21
South Sea	203	03	2024-04-06 17:55	33.6383	126.355	Chart	125	13.9	2	34.27	2		2	0						10		TAMGU 21
South Sea	203	03	2024-06-13 17:05	33.6383	126.355	Chart	0	21.5	2	32.86	2		2	0						14	1,004	TAMGU 8
South Sea	203	03	2024-06-13 17:05	33.6383	126.355	Chart	10	20.8	2	33.16	2		2	0						14	1,004	TAMGU 8
South Sea	203	03	2024-06-13 17:05	33.6383	126.355	Chart	20	18.2	2	33.29	2		2	0						14	1,004	TAMGU 8
South Sea	203	03	2024-06-13 17:05	33.6383	126.355	Chart	30	14.7	2	33.13	2		2	0						14	1,004	TAMGU 8
South Sea	203	03	2024-06-13 17:05	33.6383	126.355	Chart	50	13.7	2	33.59	2		2	0						14	1,004	TAMGU 8
South Sea	203	03	2024-06-13 17:05	33.6383	126.355	Chart	75	13.6	2	33.65	2		2	0						14	1,004	TAMGU 8
South Sea	203	03	2024-06-13 17:05	33.6383	126.355	Chart	100	13.5	2	33.70	2		2	0						14	1,004	TAMGU 8
South Sea	203	03	2024-06-13 17:05	33.6383	126.355	Chart	125	13.4	2	33.71	2		2	0						14	1,004	TAMGU 8
South Sea	204	00	2024-02-16 01:40	34.3	127.533	Chart	0	8.8	2	33.54	2		2	0								TAMGU 21
South Sea	204	00	2024-02-16 01:40	34.3	127.533	Chart	10	8.8	2	33.54	2		2	0								TAMGU 21
South Sea	204	00	2024-02-16 01:40	34.3	127.533	Chart	20	8.8	2	33.53	2		2	0								TAMGU 21
South Sea	204	00	2024-04-12 11:00	34.3	127.533	Chart	0	13.7	2	33.87	2		2	0						2		TAMGU 21
South Sea	204	00	2024-04-12 11:00	34.3	127.533	Chart	10	13.3	2	33.88	2		2	0						2		TAMGU 21
South Sea	204	00	2024-04-12 11:00	34.3	127.533	Chart	20	13.3	2	33.91	2		2	0						2		TAMGU 21
South Sea	204	00	2024-06-18 03:15	34.3	127.533	Chart	0	22.2	2	33.43	2		2	0								TAMGU 8
South Sea	204	00	2024-06-18 03:15	34.3	127.533	Chart	10	20.5	2	33.61	2		2	0								TAMGU 8
South Sea	204	01	2024-02-16 00:15	34.3467	127.7317	Chart	0	11.7	2	34.08	2		2	0								TAMGU 21
South Sea	204	01	2024-02-16 00:15	34.3467	127.7317	Chart	10	11.7	2	34.08	2		2	0								TAMGU 21
South Sea	204	01	2024-02-16 00:15	34.3467	127.7317	Chart	20	11.6	2	34.05	2		2	0								TAMGU 21
South Sea	204	01	2024-02-16 00:15	34.3467	127.7317	Chart	30	9.5	2	33.76	2		2	0								TAMGU 21
South Sea	204	01	2024-04-12 12:45	34.3467	127.7317	Chart	0	14.3	2	33.95	2		2	0						3		TAMGU 21
South Sea	204	01	2024-04-12 12:45	34.3467	127.7317	Chart	10	13.3	2	34.01	2		2	0						3		TAMGU 21
South Sea	204	01	2024-04-12 12:45	34.3467	127.7317	Chart	20	13.2	2	33.99	2		2	0						3		TAMGU 21
South Sea	204	01	2024-04-12 12:45	34.3467	127.7317	Chart	30	13.2	2	33.98	2		2	0						3		TAMGU 21
South Sea	204	01	2024-06-18 04:38	34.3467	127.7317	Chart	0	21.7	2	33.56	2		2	0								TAMGU 8
South Sea	204	01	2024-06-18 04:38	34.3467	127.7317	Chart	10	19.3	2	33.64	2		2	0								TAMGU 8
South Sea	204	01	2024-06-18 04:38	34.3467	127.7317	Chart	20	18.5	2	33.68	2		2	0								TAMGU 8
South Sea	204	01	2024-06-18 04:38	34.3467	127.7317	Chart	30	16.3	2	33.85	2		2	0								TAMGU 8
South Sea	204	02	2024-02-16 02:19	34.2283	127.59	Chart	0	8.6	2	32.86	2		2	0								TAMGU 21
South Sea	204	02	2024-02-16 02:19	34.2283	127.59	Chart	10	8.7	2	33.54	2		2	0								TAMGU 21
South Sea	204	02	2024-02-16 02:19	34.2283	127.59	Chart	20	8.6	2	33.52	2		2	0								TAMGU 21
South Sea	204	02	2024-02-16 02:19	34.2283	127.59	Chart	30	8.5	2	33.50	2		2	0								TAMGU 21
South Sea	204	02	2024-04-12 10:28	34.2283	127.59	Chart	0	13.5	2	33.99	2		2	0						2.5		TAMGU 21
South Sea	204	02	2024-04-12 10:28	34.2283	127.59	Chart	10	13.5	2	33.99	2		2	0						2.5		TAMGU 21
South Sea	204	02	2024-04-12 10:28	34.2283	127.59	Chart	20	13.5	2	33.99	2		2	0						2.5		TAMGU 21
South Sea	204	02	2024-06-18 02:15	34.2283	127.59	Chart	0	22.1	2	33.53	2		2	0								TAMGU 8
South Sea	204	02	2024-06-18 02:15	34.2283	127.59	Chart	10	20.0	2	33.62	2		2	0								TAMGU 8
South Sea	204	02	2024-06-18 02:15	34.2283	127.59	Chart	20	17.5	2	33.75	2		2	0								TAMGU 8
South Sea	204	03	2024-02-16 03:22	34.1117	127.4467	Chart	0	15.3	2	33.56	2		2	0								TAMGU 21
South Sea	204	03	2024-02-16 03:22	34.1117	127.4467	Chart	10	15.4	2	34.50	2		2	0								TAMGU 21
South Sea	204	03	2024-02-16 03:22	34.1117	127.4467	Chart	20	15.4	2	34.50	2		2	0								TAMGU 21
South Sea	204	03	2024-02-16 03:22	34.1117	127.4467	Chart	30	15.4	2	34.50	2		2	0								TAMGU 21
South Sea	204	03	2024-02-16 03:22	34.1117	127.4467	Chart	50	15.4	2	34.50	2		2	0								TAMGU 21
South Sea	204	03	2024-04-12 09:13	34.1117	127.4467	Chart	0	13.8	2	34.08	2		2	0						3		TAMGU 21
South Sea	204	03	2024-04-12 09:13	34.1117	127.4467	Chart	10	13.8	2	34.09	2		2	0						3		TAMGU 21
South Sea	204	03	2024-04-12 09:13	34.1117	127.4467	Chart	20	13.8	2	34.09	2		2	0						3		TAMGU 21
South Sea	204	03	2024-04-12 09:13	34.1117	127.4467	Chart	30	13.7	2	34.09	2		2	0						3		TAMGU 21
South Sea	204	03	2024-04-12 09:13	34.1117	127.4467	Chart	50	13.7	2	34.09	2		2	0						3		TAMGU 21
South Sea	204	03	2024-06-18 01:20	34.1117	127.4467	Chart	0	18.7	2	33.72	2		2	0								TAMGU 8
South Sea	204	03	2024-06-18 01:20	34.1117	127.4467	Chart	10	17.4	2	33.73	2		2	0								TAMGU 8
South Sea	204	03	2024-06-18 01:20	34.1117	127.4467	Chart	20	16.4	2	33.78	2		2	0								TAMGU 8
South Sea	204	03	2024-06-18 01:20	34.1117	127.4467	Chart	30	14.5	2	33.84	2		2	0								TAMGU 8
South Sea	204	04	2024-02-16 04:55	33.9017	127.2533	Chart	0	14.7	2	34.40	2		2	0								TAMGU 21
South Sea	204	04	2024-02-16 04:55	33.9017	127.2533	Chart	10	14.7	2	34.40	2		2	0								TAMGU 21
South Sea	204	04	2024-02-16 04:55	33.9017	127.2533	Chart	20	14.8	2	34.39	2		2	0								TAMGU 21
South Sea	204	04	2024-02-16 04:55	33.9017	127.2533	Chart	30	14.8	2	34.39	2		2	0								TAMGU 21
South Sea	204	04	2024-02-16 04:55	33.9017	127.2533	Chart	50	14.8	2	34.39	2		2	0								TAMGU 21
South Sea	204	04	2024-02-16 04:55	33.9017	127.2533	Chart	75	14.8	2	34.39	2		2	0								TAMGU 21
South Sea	204	04	2024-04-12 07:33	33.9017	127.2533	Chart	0	15.3	2	34.28	2		2	0						7		TAMGU 21
South Sea	204	04	2024-04-12 07:33	33.9017	127.2533	Chart	10	15.3	2	34.28	2		2	0						7		TAMGU 21
South Sea	204	04	2024-04-12 07:33	33.9017	127.2533	Chart	20	15.0	2	34.22	2		2	0						7		TAMGU 21
South Sea	204	04	2024-04-12 07:33	33.9017	127.2533	Chart	30	14.4	2	34.22	2		2	0						7		TAMGU 21
South Sea	204	04	2024-04-12 07:33	33.9017	127.2533	Chart	50	14.4	2	34.22	2		2	0						7		TAMGU 21
South Sea	204	04	2024-04-12 07:33	33.9017	127.2533	Chart	75	14.4	2	34.22	2		2	0						7		TAMGU 21
South Sea	204	04	2024-06-17 23:46	33.9017	127.2533	Chart	0	22.1	2	32.92	2		2	0								TAMGU 8
South Sea	204	04	2024-06-17 23:46	33.9017	127.2533	Chart	10	21.8	2	33.08	2		2	0								TAMGU 8
South Sea	204	04	2024-06-17 23:46	33.9017	127.2533	Chart	20	18.4	2	33.51	2		2	0								TAMGU 8
South Sea	204	04	2024-06-17 23:46	33.9017	127.2533	Chart	30	17.0	2	34.01	2		2	0								TAMGU 8
South Sea	204	04	2024-06-17 23:46	33.9017	127.2533	Chart	50	15.4	2	33.94	2		2	0								TAMGU 8
South Sea	204	04	2024-06-17 23:46	33.9017	127.2533	Chart	75	15.2	2	34.33	2		2	0								TAMGU 8
South Sea	204	05	2024-02-16 06:35	33.7583	127.1533	Chart	0	16.4	2	34.54	2		2	0								TAMGU 21
South Sea	204	05	2024-02-16 06:35	33.7583	127.1533	Chart	10	16.3	2	34.54	2		2	0								TAMGU 21
South Sea	204	05	2024-02-16 06:35	33.7583	127.1533	Chart	20	16.4	2	34.54	2		2	0								TAMGU 21
South Sea	204	05	2024-02-16 06:35	33.7583	127.1533	Chart	30	16.4	2	34.54	2		2	0								TAMGU 21
South Sea	204	05	2024-02-16 06:35	33.7583	127.1533	Chart	50	16.4	2	34.54	2		2	0								TAMGU 21
South Sea	204	05	2024-02-16 06:35	33.7583	127.1533	Chart	75	16.3	2	34.54	2		2	0								TAMGU 21
South Sea	204	05	2024-04-12 06:28	33.7583	127.1533	Chart	0	16.3	2	34.42	2		2	0						7		TAMGU 21
South Sea	204	05	2024-04-12 06:28	33.7583	127.1533	Chart	10	16.3	2	34.42	2		2	0						7		TAMGU 21
South Sea	204	05	2024-04-12 06:28	33.7583	127.1533	Chart	20	16.0	2	34.38	2		2	0						7		TAMGU 21
South Sea	204	05	2024-04-12 06:28	33.7583	127.1533	Chart	30	15.7	2	34.35	2		2	0						7		TAMGU 21
South Sea	204	05	2024-04-12 06:28	33.7583	127.1533	Chart	50	15.2	2	34.31	2		2	0						7		TAMGU 21
South Sea	204	05	2024-04-12 06:28	33.7583	127.1533	Chart	75	15.0	2	34.43	2		2	0						7		TAMGU 21
South Sea	204	05	2024-06-17 22:53	33.7583	127.1533	Chart	0	21.7	2	32.90	2		2	0								TAMGU 8
South Sea	204	05	2024-06-17 22:53	33.7583	127.1533	Chart	10	20.8	2	33.54	2		2	0								TAMGU 8
South Sea	204	05	2024-06-17 22:53	33.7583	127.1533	Chart	20	18.3	2	33.67	2		2	0								TAMGU 8
South Sea	204	05	2024-06-17 22:53	33.7583	127.1533	Chart	30	17.9	2	33.91	2		2	0								TAMGU 8
South Sea	204	05	2024-06-17 22:53	33.7583	127.1533	Chart	50	16.7	2	34.10	2		2	0								TAMGU 8
South Sea	204	05	2024-06-17 22:53	33.7583	127.1533	Chart	75	15.8	2	34.38	2		2	0								TAMGU 8
South Sea	204	06	2024-02-16 10:55	33.5967	127.0533	Chart	0	16.2	2	34.52	2		2	0						10		TAMGU 21
South Sea	204	06	2024-02-16 10:55	33.5967	127.0533	Chart	10	16.2	2	34.53	2		2	0						10		TAMGU 21
South Sea	204	06	2024-02-16 10:55	33.5967	127.0533	Chart	20	16.2	2	34.53	2		2	0						10		TAMGU 21
South Sea	204	06	2024-02-16 10:55	33.5967	127.0533	Chart	30	16.2	2	34.53	2		2	0						10		TAMGU 21
South Sea	204	06	2024-02-16 10:55	33.5967	127.0533	Chart	50	16.2	2	34.53	2		2	0						10		TAMGU 21
South Sea	204	06	2024-02-16 10:55	33.5967	127.0533	Chart	75	16.2	2	34.53	2		2	0						10		TAMGU 21
South Sea	204	06	2024-02-16 10:55	33.5967	127.0533	Chart	100	16.1	2	34.52	2		2	0						10		TAMGU 21
South Sea	204	06	2024-02-16 10:55	33.5967	127.0533	Chart	125	16.0	2	34.52	2		2	0						10		TAMGU 21
South Sea	204	06	2024-04-06 08:00	33.5967	127.0533	Chart	0	15.8	2	34.37	2		2	0						14		TAMGU 21
South Sea	204	06	2024-04-06 08:00	33.5967	127.0533	Chart	10	15.8	2	34.37	2		2	0						14		TAMGU 21
South Sea	204	06	2024-04-06 08:00	33.5967	127.0533	Chart	20	15.8	2	34.37	2		2	0						14		TAMGU 21
South Sea	204	06	2024-04-06 08:00	33.5967	127.0533	Chart	30	15.7	2	34.35	2		2	0						14		TAMGU 21
South Sea	204	06	2024-04-06 08:00	33.5967	127.0533	Chart	50	15.5	2	34.32	2		2	0						14		TAMGU 21
South Sea	204	06	2024-04-06 08:00	33.5967	127.0533	Chart	75	15.1	2	34.34	2		2	0						14		TAMGU 21
South Sea	204	06	2024-04-06 08:00	33.5967	127.0533	Chart	100	15.1	2	34.38	2		2	0						14		TAMGU 21
South Sea	204	06	2024-04-06 08:00	33.5967	127.0533	Chart	125	15.0	2	34.46	2		2	0						14		TAMGU 21
South Sea	204	06	2024-06-17 21:39	33.5967	127.0533	Chart	0	22.2	2	32.98	2		2	0								TAMGU 8
South Sea	204	06	2024-06-17 21:39	33.5967	127.0533	Chart	10	22.2	2	32.98	2		2	0								TAMGU 8
South Sea	204	06	2024-06-17 21:39	33.5967	127.0533	Chart	20	19.3	2	33.65	2		2	0								TAMGU 8
South Sea	204	06	2024-06-17 21:39	33.5967	127.0533	Chart	30	18.0	2	33.93	2		2	0								TAMGU 8
South Sea	204	06	2024-06-17 21:39	33.5967	127.0533	Chart	50	17.4	2	34.18	2		2	0								TAMGU 8
South Sea	204	06	2024-06-17 21:39	33.5967	127.0533	Chart	75	16.4	2	34.24	2		2	0								TAMGU 8
South Sea	204	06	2024-06-17 21:39	33.5967	127.0533	Chart	100	15.4	2	34.41	2		2	0								TAMGU 8
South Sea	205	00	2024-02-16 00:50	34.4167	127.6667	Chart	0	10.5	2	33.25	2		2	0								TAMGU 21
South Sea	205	00	2024-02-16 00:50	34.4167	127.6667	Chart	10	10.5	2	33.95	2		2	0								TAMGU 21
South Sea	205	00	2024-02-16 00:50	34.4167	127.6667	Chart	20	10.5	2	33.95	2		2	0								TAMGU 21
South Sea	205	00	2024-04-12 12:07	34.4167	127.6667	Chart	0	14.0	2	34.13	2		2	0						2		TAMGU 21
South Sea	205	00	2024-04-12 12:07	34.4167	127.6667	Chart	10	13.7	2	34.13	2		2	0						2		TAMGU 21
South Sea	205	00	2024-04-12 12:07	34.4167	127.6667	Chart	20	13.7	2	34.13	2		2	0						2		TAMGU 21
South Sea	205	00	2024-06-18 04:08	34.4167	127.6667	Chart	0	22.4	2	33.19	2		2	0								TAMGU 8
South Sea	205	00	2024-06-18 04:08	34.4167	127.6667	Chart	10	19.6	2	33.64	2		2	0								TAMGU 8
South Sea	205	01	2024-02-15 23:25	34.3717	127.8083	Chart	0	12.5	2	34.18	2		2	0								TAMGU 21
South Sea	205	01	2024-02-15 23:25	34.3717	127.8083	Chart	10	12.5	2	34.18	2		2	0								TAMGU 21
South Sea	205	01	2024-02-15 23:25	34.3717	127.8083	Chart	20	12.5	2	34.18	2		2	0								TAMGU 21
South Sea	205	01	2024-02-15 23:25	34.3717	127.8083	Chart	30	12.3	2	34.16	2		2	0								TAMGU 21
South Sea	205	01	2024-02-15 23:25	34.3717	127.8083	Chart	50	11.8	2	34.10	2		2	0								TAMGU 21
South Sea	205	01	2024-04-12 13:20	34.3717	127.8083	Chart	0	14.2	2	34.04	2		2	0						5		TAMGU 21
South Sea	205	01	2024-04-12 13:20	34.3717	127.8083	Chart	10	13.4	2	34.01	2		2	0						5		TAMGU 21
South Sea	205	01	2024-04-12 13:20	34.3717	127.8083	Chart	20	13.2	2	34.03	2		2	0						5		TAMGU 21
South Sea	205	01	2024-04-12 13:20	34.3717	127.8083	Chart	30	13.2	2	34.03	2		2	0						5		TAMGU 21
South Sea	205	01	2024-04-12 13:20	34.3717	127.8083	Chart	50	13.2	2	34.03	2		2	0						5		TAMGU 21
South Sea	205	01	2024-06-18 05:04	34.3717	127.8083	Chart	0	21.9	2	33.53	2		2	0								TAMGU 8
South Sea	205	01	2024-06-18 05:04	34.3717	127.8083	Chart	10	20.3	2	33.61	2		2	0								TAMGU 8
South Sea	205	01	2024-06-18 05:04	34.3717	127.8083	Chart	20	18.5	2	33.70	2		2	0								TAMGU 8
